gender,senior,partner,deps,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,labels,tenure_map
1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,43.3,1,0.0
1,0,1,1,46,1,0,2,0,0,0,0,0,0,2,1,3,20.1,0,3.0
0,1,0,0,38,1,0,0,1,1,0,0,0,0,0,1,1,57.15,1,3.0
0,0,1,0,65,1,0,0,1,0,1,1,0,0,2,0,1,58.9,0,5.0
0,0,1,0,19,1,0,1,1,0,0,0,0,0,0,1,2,73.2,1,1.0
1,0,0,0,52,1,0,1,0,1,0,0,0,1,0,1,2,85.35,1,4.0
1,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,3,19.45,0,5.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,1,0.0
0,1,0,0,52,0,0,0,0,1,1,1,1,0,0,1,2,50.5,0,4.0
1,0,1,0,6,1,1,2,0,0,0,0,0,0,1,0,3,25.1,0,0.0
0,1,1,0,26,1,0,0,0,0,1,0,0,1,1,0,3,60.7,0,2.0
1,1,0,0,48,1,1,1,0,1,0,0,1,1,1,1,2,99.0,0,3.0
0,0,1,1,64,1,1,1,1,0,0,1,1,1,1,1,0,104.4,0,5.0
0,0,0,0,3,1,0,1,0,1,0,0,1,0,0,0,2,83.75,1,0.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,0,0.0
1,0,1,1,72,1,1,2,0,0,0,0,0,0,2,0,1,24.1,0,5.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,0,0.0
0,0,1,1,51,1,1,1,1,1,0,0,0,1,0,1,2,93.8,0,4.0
0,0,1,1,41,1,0,2,0,0,0,0,0,0,2,0,0,19.7,0,3.0
0,0,1,1,72,1,0,0,1,1,1,0,1,0,2,1,1,70.65,0,5.0
0,0,1,0,43,1,1,0,1,1,0,1,1,1,2,0,1,86.45,0,3.0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,1,114.1,0,5.0
1,0,1,0,47,1,1,1,0,0,0,0,1,1,1,1,1,95.2,0,3.0
1,0,0,0,72,1,1,0,1,1,1,1,1,1,2,0,1,88.55,0,5.0
1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,1,20.75,0,0.0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,1,0.0
1,0,0,0,2,1,1,1,0,0,0,0,0,1,0,1,2,86.0,1,0.0
1,0,0,0,26,0,0,0,1,1,0,0,0,1,0,1,0,44.65,0,2.0
1,0,1,1,29,1,0,0,1,0,0,0,0,1,0,1,3,60.2,0,2.0
0,1,1,0,35,1,1,1,1,1,0,1,1,0,0,1,0,100.5,1,2.0
1,0,0,0,27,1,0,0,1,1,0,0,0,0,1,0,0,55.45,0,2.0
1,0,1,1,24,1,0,0,1,1,0,1,0,1,0,1,1,70.3,0,1.0
1,0,1,1,67,1,0,0,1,0,1,1,0,0,2,1,0,60.4,0,5.0
0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,0,2,72.65,1,1.0
0,0,0,0,23,1,0,0,0,1,1,0,0,0,1,0,0,55.8,0,1.0
1,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,3,31.1,0,1.0
0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,2,21.0,1,0.0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,1,0.0
1,1,0,0,4,0,0,0,0,1,0,0,1,1,0,1,1,50.95,0,0.0
1,0,0,1,16,1,1,0,1,1,0,0,0,1,0,1,2,69.1,0,1.0
0,0,1,0,46,0,0,0,0,0,0,0,1,1,0,1,2,43.95,0,3.0
1,0,0,1,68,1,1,0,1,1,0,1,1,1,2,1,0,86.5,0,5.0
1,0,0,0,38,1,1,0,1,1,1,1,0,0,0,0,2,69.95,0,3.0
1,1,1,0,30,1,0,0,0,1,0,0,0,0,0,1,0,50.4,1,2.0
0,1,0,0,5,1,0,1,0,0,0,0,0,1,0,0,2,78.95,1,0.0
1,0,0,0,17,1,0,1,0,1,1,0,0,1,0,1,1,90.95,0,1.0
1,0,1,1,4,1,0,2,0,0,0,0,0,0,2,0,3,19.9,0,0.0
0,0,0,0,12,1,0,2,0,0,0,0,0,0,1,0,2,20.15,0,0.0
1,0,1,1,72,1,1,0,1,1,1,1,1,1,2,1,1,90.6,0,5.0
1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,1,2,92.0,0,0.0
1,0,0,0,56,1,1,1,0,1,0,1,0,1,0,1,2,94.45,1,4.0
0,0,0,0,41,1,1,2,0,0,0,0,0,0,1,1,3,24.85,0,3.0
1,0,0,0,40,0,0,0,0,1,0,1,0,0,1,0,1,36.0,0,3.0
0,0,0,0,7,1,0,0,1,1,0,1,1,1,0,1,2,78.5,0,0.0
1,0,0,0,69,1,0,2,0,0,0,0,0,0,2,0,1,19.95,0,5.0
1,0,1,1,7,1,0,2,0,0,0,0,0,0,1,0,3,20.65,0,0.0
0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,1,2,30.5,0,0.0
0,0,1,1,72,1,1,1,1,1,1,1,1,0,2,0,1,106.1,0,5.0
1,0,1,1,44,1,0,2,0,0,0,0,0,0,1,1,0,20.5,0,3.0
0,0,0,0,65,1,1,1,0,1,1,0,1,0,1,1,2,95.5,0,5.0
0,0,0,0,3,1,1,0,0,0,0,1,1,0,0,0,2,64.6,0,0.0
1,0,0,0,24,1,0,0,0,0,0,1,0,0,0,1,1,51.1,0,1.0
0,0,0,0,44,1,1,1,0,1,1,0,0,0,0,1,0,84.8,1,3.0
0,1,1,0,72,1,1,0,1,1,1,1,1,1,2,0,1,89.1,0,5.0
1,0,0,0,24,1,0,0,1,0,0,1,0,0,0,0,2,54.95,0,1.0
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,50.9,1,0.0
1,0,1,0,22,1,0,2,0,0,0,0,0,0,0,1,0,20.45,0,1.0
1,0,1,1,70,1,1,0,0,1,1,1,1,1,2,1,1,85.95,0,5.0
1,0,1,1,25,1,1,0,0,0,0,0,1,0,0,0,2,60.35,0,2.0
1,0,1,1,37,1,0,2,0,0,0,0,0,0,2,0,0,19.8,0,3.0
0,1,1,1,22,1,1,1,0,0,0,0,1,0,0,0,0,85.35,0,1.0
0,0,1,1,59,1,1,0,0,0,1,1,1,0,2,1,0,72.1,0,4.0
1,0,1,1,49,1,1,1,0,0,1,0,1,1,0,1,2,99.8,1,4.0
1,0,1,1,47,1,1,1,0,0,1,1,1,1,0,1,0,107.35,1,3.0
0,0,1,1,31,1,0,2,0,0,0,0,0,0,0,1,3,19.55,1,2.0
1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,2,81.05,0,0.0
1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,2,20.5,0,0.0
0,0,1,0,53,1,1,1,0,1,1,1,1,1,1,1,0,111.8,0,4.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.2,0,0.0
1,0,0,0,20,1,0,2,0,0,0,0,0,0,1,1,3,19.7,0,1.0
0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,1,2,79.1,1,0.0
0,0,0,0,51,1,0,2,0,0,0,0,0,0,1,1,0,19.85,0,4.0
0,0,1,0,51,1,0,0,1,1,0,1,0,0,1,1,0,60.5,0,4.0
0,0,1,1,13,1,0,2,0,0,0,0,0,0,2,0,3,19.55,0,1.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.9,0,0.0
1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,3,21.05,0,0.0
1,0,0,0,63,1,1,0,1,1,1,1,0,0,1,0,2,71.5,0,5.0
1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,3,54.65,0,0.0
1,0,0,0,46,1,0,2,0,0,0,0,0,0,2,0,1,19.2,0,3.0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,49.8,0,0.0
1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,3,25.5,1,0.0
0,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,0,20.5,0,5.0
1,0,1,1,55,1,1,1,0,0,1,0,1,0,0,1,1,90.4,0,4.0
0,0,0,0,70,1,1,1,0,1,1,1,0,0,1,1,0,90.25,0,5.0
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,80.75,1,0.0
1,0,1,1,67,1,1,1,1,0,0,1,1,1,2,0,0,104.6,0,5.0
1,0,1,0,65,1,1,1,0,1,0,0,1,0,0,1,0,91.85,1,5.0
1,0,1,0,14,1,0,0,0,0,1,0,0,0,0,0,1,50.2,0,1.0
0,0,1,1,20,1,1,1,0,0,1,1,0,1,0,1,0,95.5,0,1.0
1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,2,75.35,1,0.0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,75.45,1,0.0
0,0,1,1,49,1,1,1,0,0,0,0,1,1,0,1,0,95.4,0,4.0
0,0,0,0,72,1,1,1,1,1,1,0,1,0,2,1,0,101.3,0,5.0
0,0,1,0,46,1,1,0,1,0,0,0,0,0,0,0,2,53.1,0,3.0
1,0,0,0,24,1,1,1,0,1,1,0,0,0,0,1,0,84.85,0,1.0
0,0,1,1,5,0,0,0,0,1,0,1,0,0,0,0,2,34.25,0,0.0
0,0,1,1,33,1,1,1,0,1,1,1,0,0,0,0,1,88.6,0,2.0
0,0,0,0,42,1,1,0,1,1,0,0,0,0,1,1,0,60.15,0,3.0
1,0,0,0,23,1,0,1,1,0,1,0,1,1,1,1,1,99.95,0,1.0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,0,0.0
1,0,0,0,66,1,0,0,1,1,0,0,0,0,1,1,3,54.8,0,5.0
1,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,49.55,1,1.0
1,1,0,0,24,1,1,0,0,1,0,0,0,0,0,0,1,54.8,0,1.0
1,0,0,0,69,1,1,0,1,1,1,1,0,1,1,1,1,78.6,1,5.0
0,0,0,0,53,1,0,1,0,1,1,0,1,1,1,1,3,100.3,0,4.0
0,0,0,0,60,0,0,0,1,0,1,0,1,1,2,0,2,53.6,0,4.0
0,0,1,0,7,1,0,1,0,0,0,0,1,0,0,1,2,81.1,1,0.0
0,0,0,0,20,1,0,2,0,0,0,0,0,0,1,1,1,19.35,0,1.0
0,0,1,1,23,1,1,1,0,0,0,0,0,1,0,0,2,85.6,0,1.0
1,0,1,1,72,1,0,0,1,0,1,1,1,1,2,1,2,80.8,0,5.0
1,0,1,0,11,1,1,1,0,0,0,0,0,0,0,1,2,74.95,1,0.0
1,0,0,0,21,1,0,2,0,0,0,0,0,0,2,0,3,19.6,0,1.0
1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,2,93.55,1,0.0
1,1,0,0,31,1,1,1,0,1,0,0,1,0,0,1,2,90.7,0,2.0
0,0,0,0,57,1,0,0,0,1,1,1,1,0,2,0,3,69.75,0,4.0
0,0,1,1,45,1,0,2,0,0,0,0,0,0,2,1,0,20.0,0,3.0
1,0,0,0,10,1,1,1,0,1,1,0,0,1,0,1,2,95.25,0,0.0
0,0,1,0,58,1,1,1,0,0,1,1,1,1,0,1,1,102.1,1,4.0
1,0,0,1,14,1,0,2,0,0,0,0,0,0,0,0,3,19.95,0,1.0
1,0,1,0,27,1,1,0,1,0,0,1,1,1,1,0,3,80.85,0,2.0
0,0,1,1,14,1,1,1,0,1,0,0,0,1,0,1,0,90.9,1,1.0
0,0,1,1,12,0,0,0,0,1,0,0,0,0,0,0,3,29.2,1,0.0
0,0,1,1,69,1,1,1,0,1,0,1,0,1,2,1,0,93.3,0,5.0
0,0,1,1,25,1,0,1,0,1,1,0,1,0,0,1,0,89.15,1,2.0
1,1,1,0,58,1,1,1,1,1,1,0,1,1,1,1,2,108.85,1,4.0
0,0,1,1,35,0,0,0,1,0,0,1,1,0,2,1,1,46.35,0,2.0
0,1,0,0,16,1,1,1,0,0,0,0,1,0,0,1,2,84.75,1,1.0
1,0,1,1,45,1,1,0,0,1,1,0,1,1,1,0,1,78.75,0,3.0
0,0,0,0,17,1,0,1,0,1,0,0,1,0,0,1,2,83.55,0,1.0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,1,0.0
1,0,0,0,22,1,0,2,0,0,0,0,0,0,1,0,3,19.6,0,1.0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,1,0.0
1,0,1,1,67,1,0,0,1,0,1,1,0,1,2,0,3,67.85,0,5.0
0,0,1,1,67,1,1,1,0,0,1,1,1,1,2,1,0,105.65,0,5.0
0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,2,44.6,1,0.0
1,0,0,0,23,1,1,1,0,0,0,0,0,0,0,1,2,74.95,1,1.0
0,1,0,0,9,1,0,1,0,0,1,0,0,0,0,0,1,75.5,0,0.0
0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,3,20.15,0,0.0
1,0,0,0,54,0,0,0,1,0,0,1,1,0,2,0,1,45.2,0,4.0
0,0,0,0,57,1,0,1,0,0,1,0,1,1,2,1,2,95.25,1,4.0
1,0,0,0,24,1,1,1,0,0,1,0,1,0,0,1,3,89.85,1,1.0
0,0,1,1,49,1,1,1,0,1,0,0,1,1,1,0,3,100.45,1,4.0
1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,2,47.15,1,0.0
1,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,2,80.2,1,0.0
0,0,0,1,4,1,1,1,0,0,1,1,0,0,0,1,3,87.1,1,0.0
1,0,1,1,70,1,1,0,1,1,1,1,1,0,2,1,0,79.25,0,5.0
1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,1,0,75.9,1,0.0
1,0,1,1,53,1,1,0,1,0,1,1,1,1,0,0,2,85.7,0,4.0
0,0,1,0,47,1,1,1,1,1,1,0,1,0,0,1,2,98.75,1,3.0
0,0,0,1,31,1,0,2,0,0,0,0,0,0,1,0,1,20.1,0,2.0
1,0,1,1,13,1,0,0,0,1,1,1,0,0,0,0,0,61.8,0,1.0
0,0,1,1,28,1,1,0,0,0,0,0,0,0,0,0,3,49.9,0,2.0
0,0,0,0,10,1,1,1,0,0,0,0,0,1,0,0,2,86.45,1,0.0
1,0,1,0,38,1,0,2,0,0,0,0,0,0,2,0,0,20.4,0,3.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,1,0.0
1,0,1,0,67,1,1,1,0,1,1,0,1,1,1,0,2,104.1,1,5.0
1,0,1,0,52,1,0,0,1,1,0,0,1,1,1,1,3,75.4,0,4.0
1,0,1,1,62,1,0,1,1,1,1,1,1,1,2,0,3,108.15,0,5.0
0,0,0,0,16,1,0,1,0,1,0,0,0,1,0,1,2,86.25,0,1.0
0,1,1,0,5,1,1,1,0,1,0,0,0,0,0,1,2,81.0,1,0.0
1,0,0,0,12,1,0,1,0,0,1,0,1,1,1,0,2,95.7,0,0.0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,0,116.85,0,5.0
1,1,0,0,71,1,1,1,0,1,0,1,1,1,1,0,0,105.75,0,5.0
0,0,1,0,24,1,0,2,0,0,0,0,0,0,1,0,3,20.15,0,1.0
0,0,0,0,15,1,0,2,0,0,0,0,0,0,2,0,3,19.6,0,1.0
1,0,1,0,67,1,0,1,1,1,0,0,0,1,1,1,1,90.6,1,5.0
1,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,60.95,0,0.0
0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,3,25.05,0,0.0
0,0,1,0,15,1,0,1,0,0,0,0,1,1,0,0,2,88.15,1,1.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.2,1,0.0
1,0,1,1,41,1,0,0,1,1,1,0,0,0,1,1,0,60.3,0,3.0
0,0,0,1,43,1,0,0,1,1,0,0,0,1,0,1,2,63.95,0,3.0
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2,74.3,0,0.0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,0,0.0
0,0,1,1,26,1,0,1,0,0,0,0,1,1,0,1,2,90.8,1,2.0
1,0,0,0,22,1,1,1,0,1,0,0,0,0,0,1,2,79.35,1,1.0
1,0,1,0,71,1,1,0,1,1,1,1,1,1,2,0,0,90.55,0,5.0
1,0,0,0,7,1,0,2,0,0,0,0,0,0,2,0,3,19.45,0,0.0
0,1,0,0,28,1,1,0,0,1,1,1,0,0,0,0,0,64.45,0,2.0
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,0,1.0
1,0,0,0,7,1,0,2,0,0,0,0,0,0,1,0,3,19.5,0,0.0
0,0,0,0,69,1,1,1,0,1,1,1,1,1,2,1,0,110.5,0,5.0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,24.7,0,0.0
1,0,0,0,3,1,0,0,1,0,1,0,1,1,0,1,2,77.4,0,0.0
1,1,0,0,21,1,0,1,0,0,1,0,1,1,0,1,0,96.8,1,1.0
0,0,1,0,69,1,1,1,0,1,1,0,0,0,0,1,0,85.4,0,5.0
0,0,1,0,71,0,0,0,1,1,1,1,0,0,2,1,0,47.6,0,5.0
0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,3,19.4,0,5.0
0,0,0,0,48,1,1,1,0,0,1,1,1,1,0,1,2,103.85,0,3.0
1,0,1,0,47,1,1,1,0,1,1,0,0,0,0,1,0,83.35,1,3.0
0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,49.4,1,0.0
1,0,0,0,45,1,1,1,1,0,1,1,1,1,0,1,1,108.45,0,3.0
1,0,0,0,51,1,1,1,0,1,0,0,0,0,0,0,0,81.0,0,4.0
0,0,1,0,22,1,1,0,1,0,0,1,1,1,0,1,2,79.2,1,1.0
1,0,0,0,72,1,1,0,1,1,1,1,1,1,2,0,0,86.65,0,5.0
1,0,1,1,37,1,1,1,0,1,1,0,1,0,0,1,2,92.95,0,3.0
1,0,1,1,71,1,1,0,1,1,1,1,1,1,2,0,2,90.35,0,5.0
1,0,1,1,7,1,0,0,0,0,1,0,0,0,0,0,2,48.7,1,0.0
0,0,0,0,66,1,1,2,0,0,0,0,0,0,2,1,1,25.15,0,5.0
1,0,1,1,51,1,0,0,1,0,0,1,1,1,1,1,0,76.4,0,4.0
0,0,1,1,30,1,0,2,0,0,0,0,0,0,1,0,0,19.55,0,2.0
0,0,0,0,34,1,1,1,0,0,0,0,1,0,0,0,2,85.35,0,2.0
1,0,1,1,64,1,1,2,0,0,0,0,0,0,2,1,3,24.8,0,5.0
1,1,1,0,65,1,1,1,0,1,1,0,1,1,1,1,0,103.15,0,5.0
1,0,0,0,47,1,1,1,1,1,0,1,1,0,0,0,3,100.75,0,3.0
0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,2,95.6,1,0.0
0,0,0,0,49,1,1,0,1,1,0,0,0,0,0,1,1,59.75,1,4.0
0,0,1,1,67,1,1,1,0,1,0,1,1,0,2,0,1,94.1,0,5.0
1,0,0,1,39,1,0,2,0,0,0,0,0,0,1,0,0,19.35,0,3.0
1,0,0,0,14,1,0,2,0,0,0,0,0,0,0,0,3,19.9,0,1.0
0,1,0,0,43,1,0,1,1,1,0,1,1,1,0,1,1,108.15,1,3.0
1,1,0,0,56,1,1,1,0,0,1,0,1,1,0,1,2,101.05,0,4.0
0,0,0,0,14,1,0,0,0,0,0,1,0,1,1,0,1,59.1,0,1.0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,1,0.0
1,0,1,1,16,1,0,0,1,1,0,0,0,0,1,1,3,55.85,0,1.0
1,0,1,1,70,1,1,1,1,1,0,0,1,1,0,1,2,106.05,0,5.0
1,1,1,0,72,1,1,0,1,1,1,0,1,1,2,1,1,84.1,0,5.0
0,0,1,1,23,1,0,1,0,0,1,0,0,0,0,1,1,75.3,0,1.0
1,0,0,1,21,1,1,2,0,0,0,0,0,0,0,0,3,24.7,0,1.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,3,20.15,1,0.0
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,1,0.0
0,1,1,0,32,1,1,1,0,0,0,0,1,1,0,1,2,93.2,1,2.0
1,0,1,1,17,1,0,1,0,0,0,0,1,0,0,0,2,80.85,1,1.0
0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,1,2,33.65,1,0.0
0,0,0,0,36,1,1,0,0,0,1,0,0,0,1,0,2,55.8,0,2.0
0,0,0,0,50,0,0,0,0,1,1,1,0,0,2,0,1,39.7,0,4.0
0,0,1,1,48,0,0,0,0,0,0,1,0,0,0,1,1,29.5,0,3.0
0,0,0,1,50,1,0,2,0,0,0,0,0,0,2,0,1,20.15,0,4.0
1,0,1,0,72,1,1,0,1,1,1,1,0,1,2,0,1,79.55,0,5.0
1,0,0,1,10,1,1,2,0,0,0,0,0,0,0,0,1,24.8,0,0.0
0,0,0,0,18,1,0,2,0,0,0,0,0,0,0,0,3,19.65,0,1.0
1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,2,79.95,1,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,19.3,1,0.0
1,0,0,0,9,1,0,1,0,0,1,0,1,1,0,1,2,94.05,0,0.0
1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,0,3,90.75,0,0.0
0,0,1,0,40,1,1,1,0,0,0,1,0,0,0,1,1,78.85,0,3.0
1,0,1,0,69,1,1,1,0,0,1,0,1,1,1,0,0,99.5,0,5.0
0,0,1,0,37,1,1,1,1,0,1,1,0,1,1,1,2,99.2,1,3.0
1,0,0,1,18,1,1,1,0,0,1,0,0,0,0,1,1,80.55,0,1.0
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,0,0.0
0,0,1,0,8,1,1,1,0,0,0,0,0,1,0,1,1,85.2,1,0.0
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,75.25,1,0.0
1,0,1,1,55,1,0,0,1,0,0,0,0,1,1,0,1,59.45,0,4.0
1,0,1,0,33,1,1,1,0,1,1,0,0,1,0,1,2,93.35,0,2.0
0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,44.95,0,3.0
1,0,0,0,34,1,1,2,0,0,0,0,0,0,2,0,0,26.1,0,2.0
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,2,20.2,0,0.0
1,0,1,1,30,1,0,2,0,0,0,0,0,0,2,0,3,21.25,0,2.0
0,0,0,0,33,1,1,0,1,0,0,1,0,0,1,0,2,59.4,0,2.0
1,0,1,1,45,1,1,1,0,1,1,0,0,1,1,1,1,95.0,0,3.0
1,0,0,0,40,1,0,0,1,1,0,1,0,0,0,1,3,61.9,0,3.0
0,0,0,0,71,1,1,1,1,1,1,1,1,1,2,1,2,118.65,0,5.0
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,54.35,1,0.0
0,0,1,1,72,0,0,0,1,1,1,1,1,1,2,0,0,64.45,0,5.0
0,0,1,1,22,1,0,1,0,0,0,0,0,1,0,1,2,80.15,0,1.0
1,0,1,1,46,1,0,2,0,0,0,0,0,0,1,1,0,20.2,0,3.0
0,0,1,1,55,1,0,2,0,0,0,0,0,0,2,0,3,21.0,0,4.0
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.45,0,0.0
0,0,0,0,12,1,1,0,0,0,0,1,1,1,1,1,3,75.85,0,0.0
1,0,0,0,31,1,1,1,0,1,0,0,0,0,0,1,2,80.45,0,2.0
1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,2,24.95,1,0.0
0,0,1,1,67,1,1,0,1,0,0,0,1,1,2,1,2,75.5,0,5.0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.45,0,0.0
1,0,1,0,40,0,0,0,1,1,1,0,0,0,1,1,2,42.35,1,3.0
1,0,1,1,41,1,1,0,1,1,1,0,1,0,0,1,1,74.55,0,3.0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,75.3,1,0.0
1,0,0,0,51,1,1,1,1,1,0,0,1,0,1,1,2,94.8,1,4.0
1,0,1,1,42,0,0,0,1,0,1,1,1,0,2,0,1,48.15,0,3.0
1,0,1,1,23,1,0,2,0,0,0,0,0,0,1,0,3,19.65,0,1.0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1,0.0
0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,3,20.15,0,0.0
0,0,0,0,56,1,1,1,1,1,0,0,1,1,0,1,1,106.6,0,4.0
1,0,0,1,15,1,1,1,0,1,0,0,1,0,0,1,2,91.0,0,1.0
1,0,1,1,12,1,1,2,0,0,0,0,0,0,2,1,0,25.4,0,0.0
0,0,1,1,54,1,0,0,1,0,1,1,0,1,2,0,0,69.95,0,4.0
0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,1,2,66.85,0,0.0
0,0,1,1,33,1,1,1,0,0,0,0,0,1,0,0,1,86.15,1,2.0
1,0,1,1,16,1,0,2,0,0,0,0,0,0,0,0,2,20.15,0,1.0
0,0,0,1,21,1,0,0,1,0,1,0,0,1,1,0,3,64.85,0,1.0
1,1,1,0,30,1,1,0,0,0,1,0,1,1,2,0,2,74.85,0,2.0
1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,3,50.5,0,0.0
1,0,0,0,11,1,0,1,0,0,1,0,0,0,0,0,2,72.9,0,0.0
0,0,0,0,62,1,1,1,1,1,1,1,1,1,1,1,1,115.05,0,5.0
1,0,0,0,18,1,0,2,0,0,0,0,0,0,0,0,2,19.0,0,1.0
1,0,0,1,6,1,0,2,0,0,0,0,0,0,0,0,3,19.55,0,0.0
0,0,0,0,46,1,1,1,0,0,1,0,1,1,1,1,2,101.1,0,3.0
1,0,0,0,21,1,1,1,0,0,0,0,0,1,0,1,2,84.1,0,1.0
1,0,0,0,68,1,1,2,0,0,0,0,0,0,2,1,0,24.15,0,5.0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,50.1,0,0.0
0,0,1,0,25,1,0,1,0,0,1,0,0,0,0,1,2,74.6,0,2.0
0,0,0,1,24,1,0,2,0,0,0,0,0,0,2,0,3,19.75,0,1.0
0,0,1,0,30,1,1,1,0,0,0,0,0,1,0,1,2,85.0,1,2.0
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,80.55,1,0.0
1,0,1,0,51,1,1,1,0,1,1,0,1,1,1,1,0,106.8,0,4.0
0,0,1,1,57,1,1,0,1,0,1,1,1,1,2,1,2,84.5,0,4.0
0,0,0,0,15,1,1,2,0,0,0,0,0,0,2,0,0,25.05,0,1.0
0,0,1,1,72,1,0,0,1,1,1,1,1,1,2,1,0,83.7,0,5.0
0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,2,75.8,1,0.0
1,0,1,0,28,1,1,1,0,1,1,0,1,0,0,0,1,96.6,0,2.0
1,1,1,0,29,1,1,1,0,0,1,0,1,1,0,1,2,98.5,1,2.0
1,0,1,1,70,1,0,1,1,1,1,1,1,0,2,1,1,101.1,0,5.0
0,0,0,0,13,1,0,2,0,0,0,0,0,0,1,0,3,20.2,0,1.0
0,1,1,0,59,1,1,1,1,1,1,1,0,0,1,1,2,94.05,0,4.0
1,1,1,0,13,1,1,1,0,0,0,0,1,1,0,1,2,95.25,1,1.0
1,1,1,0,7,1,1,1,0,0,0,0,0,0,0,1,3,74.4,1,0.0
